Unit Id,Institution Name,Name of chief administrator,Title of chief administrator,General information telephone,Office of Postsecondary Education (OPE) ID,Address,Website address
457411,Aviation Institute of Maintenance-Orlando,Jerry Moore,Campus Executive Director,"4,078,962,800",4156400,"2725 South US Highway 17/92, Casselberry, FL 32707",https://www.aviationmaintenance.edu/index.html
457420,Summit Salon Academy,Joanne Powers,CEO,"8,139,088,020,416",4163000,"4802 Gunn Hwy Suite 144, Tampa, FL 33624",summitsalonacademytampa.com/
457439,Summit Salon Academy-Gainesville,Joni Jarrell,Director/Owner,"35,233,124,243",4163100,"6915 NW 4th Blvd., Suite B, Gainesville, FL 32607",www.ssag.edu
457448,Tenaj Salon Institute,Janet West,Owner/CEO,"35,225,967,164",4163200,"11915 CR 103, The Villages, FL 32162",www.tenajsaloninstitute.edu
457466,Profile Institute of Barber-Styling,Michael Childs,Director,"4,045,590,704",4149900,"26 Cleveland Ave SE, Atlanta, GA 30315",profileinstitute.com
457475,Keune Academy by 124,Brian Perdue,CEO,"6,789,900,762,227",4150900,"755 Lawrenceville-Suwannee Rd Bldg 1300, Lawrenceville, GA 30043",www.keuneacademyby124.edu
457484,Pacific Rim Christian University,Kent Keith,President,"8,085,184,791",4252700,"2223 Hoonee Pl., Honolulu, HI 96819-2228",https://www.pacrim.edu/#home
457493,Urban 113 School of Cosmetology,Kimberly R Barton,President/ Administrator,2087364972,4150600,"113 Main Ave E, TWIN FALLS, ID 83301",www.urban113.com
457527,Ambria College of Nursing,Jon Oliveros,President,"84,739,703,002,271",4124700,"5210 Trillium Blvd, Hoffman Estates, IL 60192",ambria.edu
457536,Midwestern Career College,Jeremy Oberfeld,CEO,"31,223,690,001,010",4139000,"100 S Wacker Dr, LL1-50, Chicago, IL 60202",www.mccollege.edu
457545,Paul Mitchell the School-Normal,Ed Seib,Operations Manager,"3,094,510,400",4160600,"1503 E College Ave Ste L, Normal, IL 61761",paulmitchell.edu/normal/
457554,Innovations Design Academy,Kerrie Wells,President,"3,096,474,224",4167800,"125 E Locust St, Canton, IL 61520",innovationsdesignacademy.edu
457563,Aveda Fredric's Institute-Indianapolis,Patrick Thompson,President,"5,135,330,700",4155900,"6020 E 82nd St, Indianapolis, IN 46250",https://www.avedafi.edu
457572,Summit Salon Academy,Jean Rice,Director,"7,656,495,555",4166700,"1944 East 53rd Street, Anderson, IN 46013",www.andersonsalonacademy.com
457581,Eric Fisher Academy,Stephenie Dugan,Director,"3,164,405,555",4162700,"6727 W Central, Wichita, KS 67212",www.ericfisheracademy.com
457606,My Le's Beauty College,Kim Tran,Financial Aid Director,"5,043,623,150",4151600,"601 Terry Parkway Ste. A, Gretna, LA 70056",mylebeautycollegellc.com/
457615,Blackstone Valley Vocational Regional School District,Dr. Michael F. Fitzpatrick,Superintendent-Director,"5,085,297,758",1218700,"65 Pleasant St, Upton, MA 01568",www.valleytech.k12.ma.us
457624,Southern Worcester County Regional Vocational School District,Rita M. Barrette,Financial Aid Administrator,"50,824,859,711,714",4153200,"57 Old Muggett Hill Rd, Charlton, MA 01507-1331",www.baypath.net
457633,L'esprit Academy,Stacy Wells,CEO,"7,347,620,200",4158400,"42083 Ford Road, Canton, MI 48187",www.lespritacademy.com
457642,Marketti Academy of Cosmetology,Tawny Marketti-Pearson,President,"2,486,186,394",4159300,"4390 Dixie Hwy, Waterford, MI 48329",www.marketticosmetology.com/
457651,CenterPoint Massage & Shiatsu Therapy School & Clinic,Cari Pelava,Director,"9,525,625,200",4148800,"5300 West 35th Street, St Louis Park, MN 55416",centerpointmn.com
457679,Avalon School of Cosmetology,Kimberly Schroeder,Director,"5,073,722,344",4160500,"1428 N McMillan St, Worthington, MN 56187",www.avaloncosmetologyschool.com/
457688,American Business and Technology University,Lute Atieh,CEO,"8,162,797,000",4118700,"1018 W St Maartens Dr, St Joseph, MO 64506",https://abtu.edu
457697,City Vision University,Andrew Sears,President,"8,169,602,008",4119100,"1100 E 11th Street, Kansas City, MO 64106-3028",https://www.cityvision.edu
457721,Bitterroot School of Cosmetology,Douglas Daughenbaugh,Financial Aid Officer Manager,"4,063,633,355",4163700,"2079 N First St Ste B, Hamilton, MT 59840",bitterrootschoolofcosmetology.com
457749,Montana Academy of Salons,Mike McPherson,CFO,"40,677,187,724",4164100,"501 2nd St S, Great Falls, MT 59405",https://montanaacademy.edu
457767,National Career Institute,George P. Blount,President,"9,736,783,901",4154900,"134 Evergreen Place, East Orange, NJ 07018",nciedu.com
457776,Toni & Guy Hairdressing Academy-Albuquerque,Joe LiRosi,Owner,"5,058,428,616",4162400,"2201 Uptown Loop Rd NE, Ste F, Albuquerque, NM 87110",Abq.toniguy.edu
457785,International Academy of Style,Loni Casteel,Co-owner,"7,758,239,003",4144800,"2295 Market st, Reno, NV 89502-1559",www.internationalacademyofstyle.com
457794,EDP School,Felix Raytsin,School Director,"7,183,326,469",4117100,"1601 Voorhies Ave 2nd Floor, Brooklyn, NY 11235",edpschool.edu/
457800,New York Medical Career Training Center,Dr. Nand Panjwani,Director,"7,184,601,717",4133700,"36-09 Main St 5th Fl, Flushing, NY 11354",nymedtraining.com/
457819,Institute of Culinary Education,Rick Smilow,President,2128470700,4144300,"225 Liberty Street, New York, NY 10281",https://www.ice.edu
457837,The Salon Professional Academy-Tonawanda,Kathy Ulrich,Operations Director,"7,168,338,772,101",4151200,"2309 Eggert Rd, Tonawanda, NY 14150",tspabuffalo.com
457846,Onondaga School of Therapeutic Massage-Syracuse,Douglas Van D'Elia,Owner,"3,154,241,159",4155300,"719 E Genesee St, Syracuse, NY 13210",www.ostm.edu
457855,Academy of Cosmetology and Esthetics NYC,Anne Bennett/Frank Bennett,Owners/IPEDS Contact,"7,189,799,001",4156000,"187 New Dorp Ln, Staten Island, NY 10306",www.theacademynyc.com
457873,Four County Career Center,Mr. Tim Meister,Superintendent,"4,192,673,331",4068300,"22-900 State Rte 34, Archbold, OH 43502",fourcounty.net/site.cfm/adult-education
457916,Summit Salon Academy-Perrysburg,Jessica Johnson,President/Owner,"41,987,399,993",4166800,"116 W S Boundary St, Perrysburg, OH 45551",www.summitsalonacademyperrysburg.edu
457925,Portland Actors Conservatory,Beth Harper,Producing Artistic Director,"5,032,741,717",4146500,"3121 SW Moody Ave, Suite 200, Portland, OR 97239",pac.edu
457943,Somerset County Technology Center,Karen Remick,Administrative Director,"81,444,336,516,156",4149800,"281 Technology Dr, Somerset, PA 15501-4309",www.sctc.net/dnn/
457952,Metro Beauty Academy,Kim Hartzell,Director of Education,"6,103,986,227",4158000,"4977 Medical Center Circle, Allentown, PA 18106",www.metrobeautyacademy.edu/
457989,Academy for Careers and Technology,Darrell Jameson,Director,"8,434,231,941",4083300,"2697 E Hwy 76, Mullins, SC 29574-6009",www.mcact.org
457998,Aiken School of Cosmetology and Barbering,Angela Morrison,owner,"8,036,447,133",4158100,"225 Richland Ave East, Aiken, SC 29801",www.ascandb.com
458007,Love Beauty School Inc,Cristie Fults,Owner,"9,317,238,188",4157200,"1161 Murfreesboro Hwy, Manchester, TN 37355",www.lovebeautyschool.net
458034,Houston International College Cardiotech Ultrasound School,Joan Douglas,Chief Executive Officer/Director,"2,814,950,078",4138500,"12135 Bissonnet Ste E, Houston, TX 77099",www.cardiotech.org/
458043,DuVall's School of Cosmetology,Edie Simpson,Director,"8,172,818,819",4154800,"201 Harwood Rd Ste 218, Bedford, TX 76021",www.duvallschool.com
458052,Advanced Beauty College,Hee Y Ko,School Administrator,2144922076,4155800,"3959 N. Beltline Rd., Irving, TX 75038",www.advancedbeautycollege.net
458061,Texas Beauty College,Tuyet Le,Owner,"6,826,471,505",4158500,"4123 Denton Hwy, Haltom city, TX 76117",texasbeautyinfo.com/
458070,Avenue Five Institute,Brandon Martin,CEO,"5,129,682,835",4160700,"8620 Burnet Rd Ste 300, Austin, TX 78757",www.avenuefive.edu
458098,The Salon Professional Academy-Lewisville,Anna Geleske,President,"9,724,207,036",4165800,"2440 B S Stemmons Fwy, Lewisville, TX 75067",www.tspadallas.com
458104,Renaissance Academie,Mandy Humphrey,Compliance Officer,"80,137,328,872",4153000,"1460 N. Moonriver Drive, Provo, UT 84604",www.hairschoolonline.com
458113,Bethel College,Rob Rhoden,President,"7,578,261,883,236",4153800,"1705 Todds Ln, Hampton, VA 23666",bcva.edu
458122,Institute of Advanced Medical Esthetics,Patricia Heinig,CEO,"8,049,083,223",4156200,"405 england st, Ashland, VA 23005-2111",www.theinstituteofadvancedmedicalesthetics.com
458131,Gary Manuel Aveda Institute,Elizabeth Noblitt,Director,"206,302,104,421,062",4149400,"1514 10th Ave, Seattle, WA 98122",www.gmaveda.com
458140,Northwest School of Wooden Boat Building,Betsy Davis,Executive Director,"3,603,854,948",4155000,"42 N Water St, Port Hadlock, WA 98339",www.nwswb.edu
458168,The Salon Professional Academy-Onalaska,Sue Kolve-Feehan,Owner/Director,"6,087,837,400",4157700,"566 Theater Rd, Onalaska, WI 54650",salonproacademy.com/
458210,West Coast University-Orange County,Jeb Egbert,"Co-President, Academic and Chief Learning Officer","7,147,821,700",3698301,"1477 S Manchester Ave, Anaheim, CA 92802",westcoastuniversity.edu/
458229,West Coast University-Ontario,Jeb Egbert,"Co-President, Academic and Chief Learning Officer","9,094,676,100",3698302,"2855 E. Guasti Rd, Ontario, CA 91761",westcoastuniversity.edu/
458265,Midwest Technical Institute-East Peoria,Paul Schaefer,School Director,"30,942,727,501,249",3368302,"280 High Point Ln, East Peoria, IL 61611",www.midwesttech.edu
458274,Paul Mitchell the School-Chicago,Steve Cowan,Owner,"3,127,339,285",3490300,"1225 S Halsted St, Chicago, IL 60607",paulmitchell.edu/chicago
458380,Dorsey School of Business-Waterford Pontiac,Amy Farmer,Managing Director,"2,483,331,814",469207,"440 N Telegraph Rd, Pontiac, MI 48341",www.dorsey.edu
458405,Platt College-Miller-Motte-Fayetteville,Qunna Morrow,Executive Director,"9,103,541,900",2306820,"3725 Ramsey St., Fayetteville, NC 28311",https://www.miller-motte.edu
458441,Platt College-Miller-Motte Technical-Columbus,Tina Turk,Executive Director,"70,622,550,005,002",2306818,"1800 Box Rd, Columbus, GA 31907",https://www.miller-motte.edu
458496,The Art Institute of Virginia Beach,Eric Watson,Interim Administrator,"7,574,936,700",927007,"Two Columbus Center, 4500 Main St Ste 100, Virginia Beach, VA 23462",www.artinstitutes.edu/virginia-beach/
458681,Fortis College-Indianapolis,James Cox,Campus President,"3,178,084,800",2190705,"9001 N Wesleyan Rd Ste 101, Indianapolis, IN 46268",www.fortiscollege.edu
458803,Empire Beauty School-E Memphis,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",817810,"568 Colonial Rd, Memphis, TN 38117",www.empire.edu
458812,Empire Beauty School-Nashville,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",1054213,"7106 Moore's Ln, Brentwood, TN 37027",www.empire.edu
458821,Empire Beauty School-Jackson,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",757310,"1433 Hollywood Dr, Jackson, TN 38301",www.empire.edu
458830,Empire Beauty School-Springfield,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",966413,"799 W Sproul Rd, Springfield, PA 19064",www.empire.edu
458849,Empire Beauty School-Paramus,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",757301,"332 Rt 4 E, Paramus, NJ 07652",www.empire.edu
458858,Empire Beauty School-Speedway,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",2079411,"5750 A Crawfordsville Rd, Speedway, IN 46224",www.empire.edu
458867,Empire Beauty School-Morrow,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",757308,"1958 Mt Zion Rd, Ste 205, Morrow, GA 30260",www.empire.edu/
458885,Strayer University-Arkansas,Brian Jones,President,"5,017,080,600",145984,"10825 Financial Centre Pkwy Ste 400, Little Rock, AR 72211",www.strayer.edu/campus-locations/arkansas/little-rock
458919,Strayer University-Georgia,Brian Jones,President,"7,704,549,270",145939,"3355 Northeast Expwy, Ste 100, Atlanta, GA 30341",www.strayer.edu/campus-locations
458955,Strayer University-Mississippi,Brian Jones,President,"6,017,185,900",145991,"100 East Capitol Street Suite 100, Jackson, MS 39201",www.strayer.edu/campus-locations/mississippi/jackson
458964,Strayer University-South Carolina,Brian Jones,President,"8,642,507,000",145937,"555 N Pleasantburg Dr Ste 300, Greenville, SC 29607",www.strayer.edu/campus-locations/south-carolina/greenville
458973,Strayer University-Texas,Brian Jones,President,"5,125,683,300",145987,"8501 N. Mopac Expressway, Austin, TX 78759",www.strayer.edu/campus-locations/texas/north-austin
458982,The Art Institute of San Antonio,Amy VanAuken,Director,2103387408,2117104,"10000 IH-10 W Ste 200, San Antonio, TX 78230",www.artinstitutes.edu/san-antonio
459000,Empire Beauty School-S Memphis,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",2079409,"804 S Highland St, Memphis, TN 38111",www.empire.edu
459019,Empire Beauty School-Charlotte,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",2173210,"4901-B N Tryon St, Charlotte, NC 28213",www.empire.edu
459046,Empire Beauty School-Winston-Salem,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",757312,"7740 N Point Blvd, Winston-Salem, NC 27106",www.empire.edu
459055,Empire Beauty School-West Palm,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",966410,"4258  Okeechobee Blvd, West Palm Beach, FL 33409",www.empire.edu
459064,Empire Beauty School-Pineville,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",945910,"8700 Pineville-Matthews Rd, Charlotte, NC 28226",www.empire.edu
459116,Paul Mitchell the School-Phoenix,Linda Yodice,Director,"6,022,461,616",4174100,"3423 W Bethany Home Road, Phoenix, AZ 85017",paulmitchell.edu/phoenix
459125,All Beauty College,Gerard Guedon,Administrator,"9,287,633,900",4174200,"1385 East Gemini St, Fort Mohave, AZ 86426",abcollege.edu/
459170,Paul Mitchell the School-Modesto,Rosemary Safavi,Owner,2095770644,4162800,"3100 McHenry Ave, Modesto, CA 95350",modesto.paulmitchell.edu/
459198,Paul Mitchell the School-Fresno,Erik Pederson,Owner,"5,592,242,700",4165900,"5091 N Fresno Street Ste 104, Fresno, CA 93710",paulmitchell.edu/fresno
459204,Unitek College,Janis Paulson,CEO,"5,102,491,060",4169700,"4670 Auto Mall Pkwy, Fremont, CA 94538",unitekcollege.edu/
459213,Gurnick Academy of Medical Arts,Konstantin Gourji,CEO,"6,506,856,616",4169800,"2121 S El Camino Real Bldg C 200, San Mateo, CA 94403",www.gurnick.edu
459231,Paul Mitchell the School-East Bay,George Brunt,Owner,"9,256,917,687",4175200,"100 Crescent Dr., Suite D, Pleasant Hill, CA 94523",paulmitchell.edu/eastbay/
459259,South University-Richmond,Jason C. Crittenden,Campus Director,"8,047,276,800",1303910,"2151 Old Brick Rd, Glen Allen, VA 23060","www.southuniversity.edu/richmond#location=Richmond,%20VA"
459268,South University-Virginia Beach,Donald W. Johnson,Campus Director,"7,574,936,900",1303911,"301 Bendix Rd, Ste 100, Virginia Beach, VA 23452","www.southuniversity.edu/virginia-beach#location=Virginia%20Beach,%20VA"
459277,Aveda Institute-Denver,Dale LeMonds,Owner,"30,356,775,001,022",4167100,"700 16th Street, Denver, CO 80202",www.avedainstitutedenver.com/
459286,Paul Mitchell the School-Colorado Springs,Kathy McDougle,Owner,"7,196,361,426",4170200,"118 West Colorado Avenue, Colorado Springs, CO 80903",paulmitchell.edu/coloradosprings
459295,The Salon Professional Academy-Colorado Springs,Marla Knapp,Owner,"7,192,669,400",4173800,"4388 Austin Bluffs Pkwy, Colorado Springs, CO 80918",www.thesalonprofessionalacademycoloradosprings.com
459301,Paul Mitchell the School-Delaware,Trina Carter,Owner,"3,028,328,418",4171100,"1420 Pulaski Hwy, Newark, DE 19702",paulmitchell.edu/delaware
459310,Future-Tech Institute,Ana G. Moncada,School Director,"3,057,740,227",4116400,"3452 SW 8th St, Miami, FL 33135-4142",www.futuretechinstitute.com/
459329,Fred K Marchman Technical College,Robert Aguis,Director,"7,277,741,700",4146300,"7825 Campus Dr., New Port Richey, FL 34653",mtec.pasco.k12.fl.us/
459347,The Salon Professional Academy-Ft Myers,Minsook Wermuth,Director,"2,392,083,954",4167300,"1388 Colonial Blvd, Fort Myers, FL 33907",https://www.tspaftmyers.com/
459374,Universal Spa Training Academy,Chris Tyler,President,"6,309,686,800",4175000,"340 Burlington Ave, Downers Grove, IL 60515",www.spatrainingacademy.edu
459392,The Salon Professional Academy-Evansville,Robin Halter,Managing Partner,"8,124,378,772",4172700,"5545 Vogel Rd, Evansville, IN 47715",www.tspaevansville.com
459408,Tri County Regional Vocational Technical High School,Stephen Dockray,Superintendent Director,"5,085,285,400",4122000,"147 Pond St, Franklin, MA 02038",www.tri-county.us
459417,Compass College of Cinematic Arts,Jay Greer,Interim President,"6,169,881,000",4163300,"41 Sheldon Blvd SE, Grand Rapids, MI 49503",compass.edu
459426,Nova Academy of Cosmetology,Michelle Forstner,C.E.O.,"5,072,806,910",4157600,"5979 Bandel Road, Rochester, MN 55901",www.nova-academy.com
459462,SAE Institute of Technology-New York,Michael S. Bottrill,President & CEO,2129449121,3830304,"218 West 18th St Fl 4, New York, NY 10011-4552",newyork.sae.edu/en-us/home/
459499,Sage School of Massage & Esthetics,Deby Grant,Owner/Director,"5,413,832,122",4167400,"2855 NW Crossing Drive, Suite 201, Bend, OR 97703",https://www.sageschoolofmassage.com/
459514,Peloton College,Larry Van Loon,President,"2,147,776,433",4168700,"8150 North Central Expressway M2240, Dallas, TX 75206",www.pelotoncollege.edu
459523,ABC Beauty Academy,Kaler Nguyen,Administrator,"4,698,720,889",4168800,"2109 Buckingham Rd., Richardson, TX 75081",www.abcbeautyacademy.webs.com
459532,Salon & Spa Institute,Julius Brechot,Chief Executive Officer,"9,565,413,330",4169000,"2695 North Coria Street, Brownsville, TX 78520-8809",www.ssi.edu
459541,American Beauty Academy,Jan Barker,Director of Operations,"8,014,651,650",4169900,"87 W 600 S, Payson, UT 84651",www.americanbeauty.edu
